ProblemID,Replication,Seed,Mining,Family,Got,Expected,Pass
Ta20_20_1,2,230502219,Contrast,NEH,2443,2443,True
Ta20_20_1,2,230502219,Contrast,NEH-TBKK2,2443,2443,True
Ta20_20_1,2,230502219,Contrast,KK2-style-NEH,2398,2398,True
Ta20_20_1,2,230502219,Contrast,FRB4-p1,2358,2358,True
Ta20_20_1,2,230502219,Contrast,INEH-inspired,2336,2336,True
Ta20_20_1,3,230503228,Elite-only,NEH,2416,2416,True
Ta20_20_1,3,230503228,Elite-only,NEH-TBKK2,2416,2416,True
Ta20_20_1,3,230503228,Elite-only,KK2-style-NEH,2398,2398,True
Ta20_20_1,3,230503228,Elite-only,FRB4-p1,2345,2345,True
Ta20_20_1,3,230503228,Elite-only,INEH-inspired,2367,2367,True
Ta20_20_1,3,230503228,Contrast,NEH,2443,2443,True
Ta20_20_1,3,230503228,Contrast,NEH-TBKK2,2443,2443,True
Ta20_20_1,3,230503228,Contrast,KK2-style-NEH,2398,2398,True
Ta20_20_1,3,230503228,Contrast,FRB4-p1,2368,2368,True
Ta20_20_1,3,230503228,Contrast,INEH-inspired,2350,2350,True
Ta20_20_1,4,230504237,Elite-only,NEH,2416,2416,True
Ta20_20_1,4,230504237,Elite-only,NEH-TBKK2,2416,2416,True
Ta20_20_1,4,230504237,Elite-only,KK2-style-NEH,2398,2398,True
Ta20_20_1,4,230504237,Elite-only,FRB4-p1,2345,2345,True
Ta20_20_1,4,230504237,Elite-only,INEH-inspired,2351,2351,True
Ta20_20_1,4,230504237,Contrast,NEH,2443,2443,True
Ta20_20_1,4,230504237,Contrast,NEH-TBKK2,2443,2443,True
Ta20_20_1,4,230504237,Contrast,KK2-style-NEH,2398,2398,True
Ta20_20_1,4,230504237,Contrast,FRB4-p1,2368,2368,True
Ta20_20_1,4,230504237,Contrast,INEH-inspired,2367,2367,True
Ta20_20_1,5,230505246,Elite-only,NEH,2416,2416,True
Ta20_20_1,5,230505246,Elite-only,NEH-TBKK2,2416,2416,True
Ta20_20_1,5,230505246,Elite-only,KK2-style-NEH,2398,2398,True
Ta20_20_1,5,230505246,Elite-only,FRB4-p1,2351,2351,True
Ta20_20_1,5,230505246,Elite-only,INEH-inspired,2352,2352,True
Ta20_20_1,5,230505246,Contrast,NEH,2443,2443,True
Ta20_20_1,5,230505246,Contrast,NEH-TBKK2,2443,2443,True
Ta20_20_1,5,230505246,Contrast,KK2-style-NEH,2398,2398,True
Ta20_20_1,5,230505246,Contrast,FRB4-p1,2368,2368,True
Ta20_20_1,5,230505246,Contrast,INEH-inspired,2363,2363,True
Ta20_20_2,1,230601210,Elite-only,NEH,2150,2150,True
Ta20_20_2,1,230601210,Elite-only,NEH-TBKK2,2150,2150,True
Ta20_20_2,1,230601210,Elite-only,KK2-style-NEH,2172,2172,True
Ta20_20_2,1,230601210,Elite-only,FRB4-p1,2162,2162,True
Ta20_20_2,1,230601210,Elite-only,INEH-inspired,2151,2151,True
Ta20_20_2,1,230601210,Contrast,NEH,2150,2150,True
Ta20_20_2,1,230601210,Contrast,NEH-TBKK2,2150,2150,True
Ta20_20_2,1,230601210,Contrast,KK2-style-NEH,2172,2172,True
Ta20_20_2,1,230601210,Contrast,FRB4-p1,2143,2143,True
Ta20_20_2,1,230601210,Contrast,INEH-inspired,2151,2151,True
Ta20_20_2,2,230602219,Elite-only,NEH,2150,2150,True
Ta20_20_2,2,230602219,Elite-only,NEH-TBKK2,2150,2150,True
Ta20_20_2,2,230602219,Elite-only,KK2-style-NEH,2172,2172,True
Ta20_20_2,2,230602219,Elite-only,FRB4-p1,2145,2145,True
Ta20_20_2,2,230602219,Elite-only,INEH-inspired,2151,2151,True
Ta20_20_2,2,230602219,Contrast,NEH,2150,2150,True
Ta20_20_2,2,230602219,Contrast,NEH-TBKK2,2150,2150,True
Ta20_20_2,2,230602219,Contrast,KK2-style-NEH,2172,2172,True
Ta20_20_2,2,230602219,Contrast,FRB4-p1,2143,2143,True
Ta20_20_2,2,230602219,Contrast,INEH-inspired,2151,2151,True
Ta20_20_2,3,230603228,Elite-only,NEH,2150,2150,True
Ta20_20_2,3,230603228,Elite-only,NEH-TBKK2,2150,2150,True
Ta20_20_2,3,230603228,Elite-only,KK2-style-NEH,2172,2172,True
Ta20_20_2,3,230603228,Elite-only,FRB4-p1,2145,2145,True
Ta20_20_2,3,230603228,Elite-only,INEH-inspired,2151,2151,True
Ta20_20_2,3,230603228,Contrast,NEH,2150,2150,True
Ta20_20_2,3,230603228,Contrast,NEH-TBKK2,2150,2150,True
Ta20_20_2,3,230603228,Contrast,KK2-style-NEH,2172,2172,True
Ta20_20_2,3,230603228,Contrast,FRB4-p1,2143,2143,True
Ta20_20_2,3,230603228,Contrast,INEH-inspired,2151,2151,True
Ta20_20_2,4,230604237,Elite-only,NEH,2150,2150,True
Ta20_20_2,4,230604237,Elite-only,NEH-TBKK2,2150,2150,True
Ta20_20_2,4,230604237,Elite-only,KK2-style-NEH,2172,2172,True
Ta20_20_2,4,230604237,Elite-only,FRB4-p1,2143,2143,True
Ta20_20_2,4,230604237,Elite-only,INEH-inspired,2151,2151,True
Ta20_20_2,4,230604237,Contrast,NEH,2150,2150,True
Ta20_20_2,4,230604237,Contrast,NEH-TBKK2,2150,2150,True
Ta20_20_2,4,230604237,Contrast,KK2-style-NEH,2172,2172,True
Ta20_20_2,4,230604237,Contrast,FRB4-p1,2143,2143,True
Ta20_20_2,4,230604237,Contrast,INEH-inspired,2151,2151,True
Ta20_20_2,5,230605246,Elite-only,NEH,2150,2150,True
Ta20_20_2,5,230605246,Elite-only,NEH-TBKK2,2150,2150,True
Ta20_20_2,5,230605246,Elite-only,KK2-style-NEH,2172,2172,True
Ta20_20_2,5,230605246,Elite-only,FRB4-p1,2145,2145,True
Ta20_20_2,5,230605246,Elite-only,INEH-inspired,2151,2151,True
Ta20_20_2,5,230605246,Contrast,NEH,2150,2150,True
Ta20_20_2,5,230605246,Contrast,NEH-TBKK2,2150,2150,True
Ta20_20_2,5,230605246,Contrast,KK2-style-NEH,2172,2172,True
Ta20_20_2,5,230605246,Contrast,FRB4-p1,2143,2143,True
Ta20_20_2,5,230605246,Contrast,INEH-inspired,2151,2151,True
Ta20_20_3,1,230701210,Elite-only,NEH,2411,2411,True
Ta20_20_3,1,230701210,Elite-only,NEH-TBKK2,2411,2411,True
Ta20_20_3,1,230701210,Elite-only,KK2-style-NEH,2438,2438,True
Ta20_20_3,1,230701210,Elite-only,FRB4-p1,2370,2370,True
Ta20_20_3,1,230701210,Elite-only,INEH-inspired,2381,2381,True
Ta20_20_3,1,230701210,Contrast,NEH,2411,2411,True
Ta20_20_3,1,230701210,Contrast,NEH-TBKK2,2411,2411,True
Ta20_20_3,1,230701210,Contrast,KK2-style-NEH,2438,2438,True
Ta20_20_3,1,230701210,Contrast,FRB4-p1,2370,2370,True
Ta20_20_3,1,230701210,Contrast,INEH-inspired,2371,2371,True
Ta20_20_3,2,230702219,Elite-only,NEH,2411,2411,True
Ta20_20_3,2,230702219,Elite-only,NEH-TBKK2,2411,2411,True
Ta20_20_3,2,230702219,Elite-only,KK2-style-NEH,2438,2438,True
Ta20_20_3,2,230702219,Elite-only,FRB4-p1,2370,2370,True
Ta20_20_3,2,230702219,Elite-only,INEH-inspired,2384,2384,True
Ta20_20_3,2,230702219,Contrast,NEH,2411,2411,True
Ta20_20_3,2,230702219,Contrast,NEH-TBKK2,2411,2411,True
Ta20_20_3,2,230702219,Contrast,KK2-style-NEH,2438,2438,True
Ta20_20_3,2,230702219,Contrast,FRB4-p1,2370,2370,True
Ta20_20_3,2,230702219,Contrast,INEH-inspired,2410,2410,True
Ta20_20_3,3,230703228,Elite-only,NEH,2411,2411,True
Ta20_20_3,3,230703228,Elite-only,NEH-TBKK2,2411,2411,True
Ta20_20_3,3,230703228,Elite-only,KK2-style-NEH,2438,2438,True
Ta20_20_3,3,230703228,Elite-only,FRB4-p1,2370,2370,True
Ta20_20_3,3,230703228,Elite-only,INEH-inspired,2384,2384,True
Ta20_20_3,3,230703228,Contrast,NEH,2411,2411,True
Ta20_20_3,3,230703228,Contrast,NEH-TBKK2,2411,2411,True
Ta20_20_3,3,230703228,Contrast,KK2-style-NEH,2428,2428,True
Ta20_20_3,3,230703228,Contrast,FRB4-p1,2370,2370,True
Ta20_20_3,3,230703228,Contrast,INEH-inspired,2387,2387,True
Ta20_20_3,4,230704237,Elite-only,NEH,2411,2411,True
Ta20_20_3,4,230704237,Elite-only,NEH-TBKK2,2411,2411,True
Ta20_20_3,4,230704237,Elite-only,KK2-style-NEH,2438,2438,True
Ta20_20_3,4,230704237,Elite-only,FRB4-p1,2370,2370,True
Ta20_20_3,4,230704237,Elite-only,INEH-inspired,2381,2381,True
Ta20_20_3,4,230704237,Contrast,NEH,2411,2411,True
Ta20_20_3,4,230704237,Contrast,NEH-TBKK2,2411,2411,True
Ta20_20_3,4,230704237,Contrast,KK2-style-NEH,2438,2438,True
Ta20_20_3,4,230704237,Contrast,FRB4-p1,2370,2370,True
Ta20_20_3,4,230704237,Contrast,INEH-inspired,2371,2371,True
Ta20_20_3,5,230705246,Elite-only,NEH,2411,2411,True
Ta20_20_3,5,230705246,Elite-only,NEH-TBKK2,2411,2411,True
Ta20_20_3,5,230705246,Elite-only,KK2-style-NEH,2438,2438,True
Ta20_20_3,5,230705246,Elite-only,FRB4-p1,2370,2370,True
Ta20_20_3,5,230705246,Elite-only,INEH-inspired,2384,2384,True
Ta20_20_3,5,230705246,Contrast,NEH,2411,2411,True
Ta20_20_3,5,230705246,Contrast,NEH-TBKK2,2411,2411,True
Ta20_20_3,5,230705246,Contrast,KK2-style-NEH,2438,2438,True
Ta20_20_3,5,230705246,Contrast,FRB4-p1,2370,2370,True
Ta20_20_3,5,230705246,Contrast,INEH-inspired,2394,2394,True
Ta20_20_4,1,230801210,Elite-only,NEH,2262,2262,True
Ta20_20_4,1,230801210,Elite-only,NEH-TBKK2,2262,2262,True
Ta20_20_4,1,230801210,Elite-only,KK2-style-NEH,2266,2266,True
Ta20_20_4,1,230801210,Elite-only,FRB4-p1,2273,2273,True
Ta20_20_4,1,230801210,Elite-only,INEH-inspired,2241,2241,True
Ta20_20_4,1,230801210,Contrast,NEH,2264,2264,True
Ta20_20_4,1,230801210,Contrast,NEH-TBKK2,2264,2264,True
Ta20_20_4,1,230801210,Contrast,KK2-style-NEH,2266,2266,True
Ta20_20_4,1,230801210,Contrast,FRB4-p1,2273,2273,True
Ta20_20_4,1,230801210,Contrast,INEH-inspired,2240,2240,True
Ta20_20_4,2,230802219,Elite-only,NEH,2262,2262,True
Ta20_20_4,2,230802219,Elite-only,NEH-TBKK2,2262,2262,True
Ta20_20_4,2,230802219,Elite-only,KK2-style-NEH,2279,2279,True
Ta20_20_4,2,230802219,Elite-only,FRB4-p1,2273,2273,True
Ta20_20_4,2,230802219,Elite-only,INEH-inspired,2241,2241,True
Ta20_20_4,2,230802219,Contrast,NEH,2264,2264,True
Ta20_20_4,2,230802219,Contrast,NEH-TBKK2,2264,2264,True
Ta20_20_4,2,230802219,Contrast,KK2-style-NEH,2266,2266,True
Ta20_20_4,2,230802219,Contrast,FRB4-p1,2272,2272,True
Ta20_20_4,2,230802219,Contrast,INEH-inspired,2240,2240,True
Ta20_20_4,3,230803228,Elite-only,NEH,2262,2262,True
Ta20_20_4,3,230803228,Elite-only,NEH-TBKK2,2262,2262,True
Ta20_20_4,3,230803228,Elite-only,KK2-style-NEH,2279,2279,True
Ta20_20_4,3,230803228,Elite-only,FRB4-p1,2273,2273,True
Ta20_20_4,3,230803228,Elite-only,INEH-inspired,2241,2241,True
Ta20_20_4,3,230803228,Contrast,NEH,2264,2264,True
Ta20_20_4,3,230803228,Contrast,NEH-TBKK2,2264,2264,True
Ta20_20_4,3,230803228,Contrast,KK2-style-NEH,2266,2266,True
Ta20_20_4,3,230803228,Contrast,FRB4-p1,2273,2273,True
Ta20_20_4,3,230803228,Contrast,INEH-inspired,2240,2240,True
Ta20_20_4,4,230804237,Elite-only,NEH,2262,2262,True
Ta20_20_4,4,230804237,Elite-only,NEH-TBKK2,2262,2262,True
Ta20_20_4,4,230804237,Elite-only,KK2-style-NEH,2279,2279,True
Ta20_20_4,4,230804237,Elite-only,FRB4-p1,2273,2273,True
Ta20_20_4,4,230804237,Elite-only,INEH-inspired,2241,2241,True
Ta20_20_4,4,230804237,Contrast,NEH,2264,2264,True
Ta20_20_4,4,230804237,Contrast,NEH-TBKK2,2264,2264,True
Ta20_20_4,4,230804237,Contrast,KK2-style-NEH,2266,2266,True
Ta20_20_4,4,230804237,Contrast,FRB4-p1,2272,2272,True
Ta20_20_4,4,230804237,Contrast,INEH-inspired,2240,2240,True
Ta20_20_4,5,230805246,Elite-only,NEH,2262,2262,True
Ta20_20_4,5,230805246,Elite-only,NEH-TBKK2,2262,2262,True
Ta20_20_4,5,230805246,Elite-only,KK2-style-NEH,2279,2279,True
Ta20_20_4,5,230805246,Elite-only,FRB4-p1,2273,2273,True
Ta20_20_4,5,230805246,Elite-only,INEH-inspired,2241,2241,True
Ta20_20_4,5,230805246,Contrast,NEH,2264,2264,True
Ta20_20_4,5,230805246,Contrast,NEH-TBKK2,2264,2264,True
Ta20_20_4,5,230805246,Contrast,KK2-style-NEH,2266,2266,True
Ta20_20_4,5,230805246,Contrast,FRB4-p1,2273,2273,True
Ta20_20_4,5,230805246,Contrast,INEH-inspired,2240,2240,True
Ta20_20_5,1,230901210,Elite-only,NEH,2370,2370,True
Ta20_20_5,1,230901210,Elite-only,NEH-TBKK2,2370,2370,True
Ta20_20_5,1,230901210,Elite-only,KK2-style-NEH,2416,2416,True
Ta20_20_5,1,230901210,Elite-only,FRB4-p1,2341,2341,True
Ta20_20_5,1,230901210,Elite-only,INEH-inspired,2364,2364,True
Ta20_20_5,1,230901210,Contrast,NEH,2370,2370,True
Ta20_20_5,1,230901210,Contrast,NEH-TBKK2,2370,2370,True
Ta20_20_5,1,230901210,Contrast,KK2-style-NEH,2416,2416,True
Ta20_20_5,1,230901210,Contrast,FRB4-p1,2341,2341,True
Ta20_20_5,1,230901210,Contrast,INEH-inspired,2364,2364,True
Ta20_20_5,2,230902219,Elite-only,NEH,2370,2370,True
Ta20_20_5,2,230902219,Elite-only,NEH-TBKK2,2370,2370,True
Ta20_20_5,2,230902219,Elite-only,KK2-style-NEH,2416,2416,True
Ta20_20_5,2,230902219,Elite-only,FRB4-p1,2341,2341,True
Ta20_20_5,2,230902219,Elite-only,INEH-inspired,2363,2363,True
Ta20_20_5,2,230902219,Contrast,NEH,2370,2370,True
Ta20_20_5,2,230902219,Contrast,NEH-TBKK2,2370,2370,True
Ta20_20_5,2,230902219,Contrast,KK2-style-NEH,2416,2416,True
Ta20_20_5,2,230902219,Contrast,FRB4-p1,2341,2341,True
Ta20_20_5,2,230902219,Contrast,INEH-inspired,2340,2340,True
Ta20_20_5,3,230903228,Elite-only,NEH,2370,2370,True
Ta20_20_5,3,230903228,Elite-only,NEH-TBKK2,2370,2370,True
Ta20_20_5,3,230903228,Elite-only,KK2-style-NEH,2416,2416,True
Ta20_20_5,3,230903228,Elite-only,FRB4-p1,2341,2341,True
Ta20_20_5,3,230903228,Elite-only,INEH-inspired,2363,2363,True
Ta20_20_5,3,230903228,Contrast,NEH,2370,2370,True
Ta20_20_5,3,230903228,Contrast,NEH-TBKK2,2370,2370,True
Ta20_20_5,3,230903228,Contrast,KK2-style-NEH,2416,2416,True
Ta20_20_5,3,230903228,Contrast,FRB4-p1,2341,2341,True
Ta20_20_5,3,230903228,Contrast,INEH-inspired,2360,2360,True
Ta20_20_5,4,230904237,Elite-only,NEH,2370,2370,True
Ta20_20_5,4,230904237,Elite-only,NEH-TBKK2,2370,2370,True
Ta20_20_5,4,230904237,Elite-only,KK2-style-NEH,2416,2416,True
Ta20_20_5,4,230904237,Elite-only,FRB4-p1,2341,2341,True
Ta20_20_5,4,230904237,Elite-only,INEH-inspired,2363,2363,True
Ta20_20_5,4,230904237,Contrast,NEH,2370,2370,True
Ta20_20_5,4,230904237,Contrast,NEH-TBKK2,2370,2370,True
Ta20_20_5,4,230904237,Contrast,KK2-style-NEH,2416,2416,True
Ta20_20_5,4,230904237,Contrast,FRB4-p1,2341,2341,True
Ta20_20_5,4,230904237,Contrast,INEH-inspired,2360,2360,True
Ta20_20_5,5,230905246,Elite-only,NEH,2370,2370,True
Ta20_20_5,5,230905246,Elite-only,NEH-TBKK2,2370,2370,True
Ta20_20_5,5,230905246,Elite-only,KK2-style-NEH,2416,2416,True
Ta20_20_5,5,230905246,Elite-only,FRB4-p1,2336,2336,True
Ta20_20_5,5,230905246,Elite-only,INEH-inspired,2364,2364,True
Ta20_20_5,5,230905246,Contrast,NEH,2370,2370,True
Ta20_20_5,5,230905246,Contrast,NEH-TBKK2,2370,2370,True
Ta20_20_5,5,230905246,Contrast,KK2-style-NEH,2416,2416,True
Ta20_20_5,5,230905246,Contrast,FRB4-p1,2341,2341,True
Ta20_20_5,5,230905246,Contrast,INEH-inspired,2360,2360,True
Ta20_20_6,1,231001210,Elite-only,NEH,2349,2349,True
Ta20_20_6,1,231001210,Elite-only,NEH-TBKK2,2349,2349,True
Ta20_20_6,1,231001210,Elite-only,KK2-style-NEH,2329,2329,True
Ta20_20_6,1,231001210,Elite-only,FRB4-p1,2318,2318,True
Ta20_20_6,1,231001210,Elite-only,INEH-inspired,2314,2314,True
Ta20_20_6,1,231001210,Contrast,NEH,2349,2349,True
Ta20_20_6,1,231001210,Contrast,NEH-TBKK2,2349,2349,True
Ta20_20_6,1,231001210,Contrast,KK2-style-NEH,2329,2329,True
Ta20_20_6,1,231001210,Contrast,FRB4-p1,2318,2318,True
Ta20_20_6,1,231001210,Contrast,INEH-inspired,2307,2307,True
Ta20_20_6,2,231002219,Elite-only,NEH,2349,2349,True
Ta20_20_6,2,231002219,Elite-only,NEH-TBKK2,2349,2349,True
Ta20_20_6,2,231002219,Elite-only,KK2-style-NEH,2329,2329,True
Ta20_20_6,2,231002219,Elite-only,FRB4-p1,2318,2318,True
Ta20_20_6,2,231002219,Elite-only,INEH-inspired,2314,2314,True
Ta20_20_6,2,231002219,Contrast,NEH,2349,2349,True
Ta20_20_6,2,231002219,Contrast,NEH-TBKK2,2349,2349,True
Ta20_20_6,2,231002219,Contrast,KK2-style-NEH,2329,2329,True
Ta20_20_6,2,231002219,Contrast,FRB4-p1,2318,2318,True
Ta20_20_6,2,231002219,Contrast,INEH-inspired,2290,2290,True
Ta20_20_6,3,231003228,Elite-only,NEH,2349,2349,True
Ta20_20_6,3,231003228,Elite-only,NEH-TBKK2,2349,2349,True
Ta20_20_6,3,231003228,Elite-only,KK2-style-NEH,2329,2329,True
Ta20_20_6,3,231003228,Elite-only,FRB4-p1,2318,2318,True
Ta20_20_6,3,231003228,Elite-only,INEH-inspired,2286,2286,True
Ta20_20_6,3,231003228,Contrast,NEH,2349,2349,True
Ta20_20_6,3,231003228,Contrast,NEH-TBKK2,2349,2349,True
Ta20_20_6,3,231003228,Contrast,KK2-style-NEH,2329,2329,True
Ta20_20_6,3,231003228,Contrast,FRB4-p1,2318,2318,True
Ta20_20_6,3,231003228,Contrast,INEH-inspired,2301,2301,True
Ta20_20_6,4,231004237,Elite-only,NEH,2349,2349,True
Ta20_20_6,4,231004237,Elite-only,NEH-TBKK2,2349,2349,True
Ta20_20_6,4,231004237,Elite-only,KK2-style-NEH,2344,2344,True
Ta20_20_6,4,231004237,Elite-only,FRB4-p1,2318,2318,True
Ta20_20_6,4,231004237,Elite-only,INEH-inspired,2277,2277,True
Ta20_20_6,4,231004237,Contrast,NEH,2349,2349,True
Ta20_20_6,4,231004237,Contrast,NEH-TBKK2,2349,2349,True
Ta20_20_6,4,231004237,Contrast,KK2-style-NEH,2329,2329,True
Ta20_20_6,4,231004237,Contrast,FRB4-p1,2318,2318,True
Ta20_20_6,4,231004237,Contrast,INEH-inspired,2311,2311,True
Ta20_20_6,5,231005246,Elite-only,NEH,2349,2349,True
Ta20_20_6,5,231005246,Elite-only,NEH-TBKK2,2349,2349,True
Ta20_20_6,5,231005246,Elite-only,KK2-style-NEH,2329,2329,True
Ta20_20_6,5,231005246,Elite-only,FRB4-p1,2318,2318,True
Ta20_20_6,5,231005246,Elite-only,INEH-inspired,2314,2314,True
Ta20_20_6,5,231005246,Contrast,NEH,2349,2349,True
Ta20_20_6,5,231005246,Contrast,NEH-TBKK2,2349,2349,True
Ta20_20_6,5,231005246,Contrast,KK2-style-NEH,2329,2329,True
Ta20_20_6,5,231005246,Contrast,FRB4-p1,2318,2318,True
Ta20_20_6,5,231005246,Contrast,INEH-inspired,2290,2290,True
Ta20_20_7,1,231101210,Elite-only,NEH,2386,2386,True
Ta20_20_7,1,231101210,Elite-only,NEH-TBKK2,2393,2393,True
Ta20_20_7,1,231101210,Elite-only,KK2-style-NEH,2414,2414,True
Ta20_20_7,1,231101210,Elite-only,FRB4-p1,2349,2349,True
Ta20_20_7,1,231101210,Elite-only,INEH-inspired,2338,2338,True
Ta20_20_7,1,231101210,Contrast,NEH,2415,2415,True
Ta20_20_7,1,231101210,Contrast,NEH-TBKK2,2393,2393,True
Ta20_20_7,1,231101210,Contrast,KK2-style-NEH,2414,2414,True
Ta20_20_7,1,231101210,Contrast,FRB4-p1,2354,2354,True
Ta20_20_7,1,231101210,Contrast,INEH-inspired,2338,2338,True
Ta20_20_7,2,231102219,Elite-only,NEH,2386,2386,True
Ta20_20_7,2,231102219,Elite-only,NEH-TBKK2,2393,2393,True
Ta20_20_7,2,231102219,Elite-only,KK2-style-NEH,2414,2414,True
Ta20_20_7,2,231102219,Elite-only,FRB4-p1,2343,2343,True
Ta20_20_7,2,231102219,Elite-only,INEH-inspired,2338,2338,True
Ta20_20_7,2,231102219,Contrast,NEH,2415,2415,True
Ta20_20_7,2,231102219,Contrast,NEH-TBKK2,2393,2393,True
Ta20_20_7,2,231102219,Contrast,KK2-style-NEH,2414,2414,True
Ta20_20_7,2,231102219,Contrast,FRB4-p1,2354,2354,True
Ta20_20_7,2,231102219,Contrast,INEH-inspired,2338,2338,True
Ta20_20_7,3,231103228,Elite-only,NEH,2386,2386,True
Ta20_20_7,3,231103228,Elite-only,NEH-TBKK2,2393,2393,True
Ta20_20_7,3,231103228,Elite-only,KK2-style-NEH,2414,2414,True
Ta20_20_7,3,231103228,Elite-only,FRB4-p1,2354,2354,True
Ta20_20_7,3,231103228,Elite-only,INEH-inspired,2307,2307,True
Ta20_20_7,3,231103228,Contrast,NEH,2415,2415,True
Ta20_20_7,3,231103228,Contrast,NEH-TBKK2,2393,2393,True
Ta20_20_7,3,231103228,Contrast,KK2-style-NEH,2414,2414,True
Ta20_20_7,3,231103228,Contrast,FRB4-p1,2354,2354,True
Ta20_20_7,3,231103228,Contrast,INEH-inspired,2360,2360,True
Ta20_20_7,4,231104237,Elite-only,NEH,2386,2386,True
Ta20_20_7,4,231104237,Elite-only,NEH-TBKK2,2393,2393,True
Ta20_20_7,4,231104237,Elite-only,KK2-style-NEH,2414,2414,True
Ta20_20_7,4,231104237,Elite-only,FRB4-p1,2354,2354,True
Ta20_20_7,4,231104237,Elite-only,INEH-inspired,2338,2338,True
Ta20_20_7,4,231104237,Contrast,NEH,2415,2415,True
Ta20_20_7,4,231104237,Contrast,NEH-TBKK2,2393,2393,True
Ta20_20_7,4,231104237,Contrast,KK2-style-NEH,2414,2414,True
Ta20_20_7,4,231104237,Contrast,FRB4-p1,2355,2355,True
Ta20_20_7,4,231104237,Contrast,INEH-inspired,2360,2360,True
Ta20_20_7,5,231105246,Elite-only,NEH,2386,2386,True
Ta20_20_7,5,231105246,Elite-only,NEH-TBKK2,2393,2393,True
Ta20_20_7,5,231105246,Elite-only,KK2-style-NEH,2414,2414,True
Ta20_20_7,5,231105246,Elite-only,FRB4-p1,2354,2354,True
Ta20_20_7,5,231105246,Elite-only,INEH-inspired,2298,2298,True
Ta20_20_7,5,231105246,Contrast,NEH,2415,2415,True
Ta20_20_7,5,231105246,Contrast,NEH-TBKK2,2393,2393,True
Ta20_20_7,5,231105246,Contrast,KK2-style-NEH,2414,2414,True
Ta20_20_7,5,231105246,Contrast,FRB4-p1,2354,2354,True
Ta20_20_7,5,231105246,Contrast,INEH-inspired,2338,2338,True
Ta20_20_8,1,231201210,Elite-only,NEH,2249,2249,True
Ta20_20_8,1,231201210,Elite-only,NEH-TBKK2,2249,2249,True
Ta20_20_8,1,231201210,Elite-only,KK2-style-NEH,2322,2322,True
Ta20_20_8,1,231201210,Elite-only,FRB4-p1,2233,2233,True
Ta20_20_8,1,231201210,Elite-only,INEH-inspired,2247,2247,True
Ta20_20_8,1,231201210,Contrast,NEH,2249,2249,True
Ta20_20_8,1,231201210,Contrast,NEH-TBKK2,2249,2249,True
Ta20_20_8,1,231201210,Contrast,KK2-style-NEH,2322,2322,True
Ta20_20_8,1,231201210,Contrast,FRB4-p1,2241,2241,True
Ta20_20_8,1,231201210,Contrast,INEH-inspired,2250,2250,True
Ta20_20_8,2,231202219,Elite-only,NEH,2249,2249,True
Ta20_20_8,2,231202219,Elite-only,NEH-TBKK2,2249,2249,True
Ta20_20_8,2,231202219,Elite-only,KK2-style-NEH,2322,2322,True
Ta20_20_8,2,231202219,Elite-only,FRB4-p1,2233,2233,True
Ta20_20_8,2,231202219,Elite-only,INEH-inspired,2257,2257,True
Ta20_20_8,2,231202219,Contrast,NEH,2249,2249,True
Ta20_20_8,2,231202219,Contrast,NEH-TBKK2,2249,2249,True
Ta20_20_8,2,231202219,Contrast,KK2-style-NEH,2322,2322,True
Ta20_20_8,2,231202219,Contrast,FRB4-p1,2241,2241,True
Ta20_20_8,2,231202219,Contrast,INEH-inspired,2250,2250,True
Ta20_20_8,3,231203228,Elite-only,NEH,2249,2249,True
Ta20_20_8,3,231203228,Elite-only,NEH-TBKK2,2249,2249,True
Ta20_20_8,3,231203228,Elite-only,KK2-style-NEH,2322,2322,True
Ta20_20_8,3,231203228,Elite-only,FRB4-p1,2235,2235,True
Ta20_20_8,3,231203228,Elite-only,INEH-inspired,2234,2234,True
Ta20_20_8,3,231203228,Contrast,NEH,2249,2249,True
Ta20_20_8,3,231203228,Contrast,NEH-TBKK2,2249,2249,True
Ta20_20_8,3,231203228,Contrast,KK2-style-NEH,2322,2322,True
Ta20_20_8,3,231203228,Contrast,FRB4-p1,2235,2235,True
Ta20_20_8,3,231203228,Contrast,INEH-inspired,2255,2255,True
Ta20_20_8,4,231204237,Elite-only,NEH,2249,2249,True
Ta20_20_8,4,231204237,Elite-only,NEH-TBKK2,2249,2249,True
Ta20_20_8,4,231204237,Elite-only,KK2-style-NEH,2322,2322,True
Ta20_20_8,4,231204237,Elite-only,FRB4-p1,2241,2241,True
Ta20_20_8,4,231204237,Elite-only,INEH-inspired,2234,2234,True
Ta20_20_8,4,231204237,Contrast,NEH,2249,2249,True
Ta20_20_8,4,231204237,Contrast,NEH-TBKK2,2249,2249,True
Ta20_20_8,4,231204237,Contrast,KK2-style-NEH,2322,2322,True
Ta20_20_8,4,231204237,Contrast,FRB4-p1,2241,2241,True
Ta20_20_8,4,231204237,Contrast,INEH-inspired,2255,2255,True
Ta20_20_8,5,231205246,Elite-only,NEH,2249,2249,True
Ta20_20_8,5,231205246,Elite-only,NEH-TBKK2,2249,2249,True
Ta20_20_8,5,231205246,Elite-only,KK2-style-NEH,2322,2322,True
Ta20_20_8,5,231205246,Elite-only,FRB4-p1,2233,2233,True
Ta20_20_8,5,231205246,Elite-only,INEH-inspired,2236,2236,True
Ta20_20_8,5,231205246,Contrast,NEH,2249,2249,True
Ta20_20_8,5,231205246,Contrast,NEH-TBKK2,2249,2249,True
